レス番号,内容,感情スコア
12,ヘディングが原因にしては少なすぎる,4
13,昔の皮のボールで雨降って水吸ったらめちゃ重いだろうな首痛めそうだ アメフトとアイスホッケーも脳のダメージ凄いみたいだな,4
14,ヘッドギアしてもあんまり意味ないんやろか,4
15,那須大亮さんも脳震盪が酷くて引退だったな ヘディングが怖くてできなくなったって ボールをヘディングでクリアしたあと1分くらい目の焦点が合わなくなって脳が揺れる症状が悪化して引退,4
16,サッカーのヘディングがヤバイのは基本動作なんで低強度だが脳へのダメージが反復して蓄積していくこと 実際に統計取るとヤバイ数値がどんどん出てきた イギリスやアメリカは少年サッカーのヘディングを規制した日本も見ならっほうが良い,-3
17,プロサッカーのヘディングでボールが当たるときの速度が時速120キロ前後だからな 怖いのは脳のMRIなどの画像診断では異常がみつからない事 ヘディングした前後の記憶がないとか高次脳機能障害になっている,4
18,時速120キロで飛んでくる500グラムのサッカーボールに自分から頭をぶつけにいくんだからそりゃヤバいよ 頭にボールが当たるから逃げるじゃ試合にならんし,4
1,バユンドゥルマジMVP,-4
2,勝ったああああああああああ,-4
3,よっしゃあああああああああああああ,-4
4,すげぇこの試合勝つんだ,-4
5,神様仏様バユン様,-4
6,敵ながらラヤのPK酷いなw ザークツィキター,2
7,10人で12人に勝ったぞ,-4
8,正直勝ち抜けると思ってなかったw よくやったわ,-4
9,バユンドゥルMVPMVP,-4
10,素晴らしいこの勝ちはデカい,-4
11,ダロトはもういいよ 本当によくやったわ,-4
12,バユンドゥルの評価難しいな キック良くなれば逆にスタメンの可能性ふらある,-4
13,10人でよく耐えました,2
14,ここまでボーナスステージのPKは初めて見た,-4
15,ラヤさんきゅーな バユンドゥルはあのPKストップから神だった,-4
16,審判ざまぁ,3
17,ほんとそれな,-3
18,アルテタまた無冠確定っぽい,-4
19,ふざけたユニに勝って良かった 水沼はユナイテッド贔屓してくれるよな割と,-4
20,今シーズンもFAカップGETだぜ アモリムの情熱サッカー最高,-4
21,バインディルいつかのフォスター級に印象残したなぁ,-4
22,バュンドゥルはキック死ぬほど練習しろ,-1
23,マグワイアの笑顔で全て報われたな,-4
24,マズラウィもいろんなポジションよくこなしたわ ここはほんと神補強,-4
25,ラヤは全部逆というか そっち蹴ってくださいってやってくれてたな,-3
26,単に動き出しが早すぎてキッカーに逆取られただけ 下手くそでびっくりしたわ,-2
27,マグワイアもよかったぞ あのPKは気の毒だったが,-4
28,PKだけはオナナよりバユンドゥルやな,-3
29,最後ジルクで締めるの良かったな これを機にスタメン奪取頑張ってくれ 今日ジルクゼーずっと良かった ポジション取りが上手い,-4
30,八百長疑うくらい動くの早くて面白すぎる,-4
31,逆に打つだけで絶対決まるもんなここまで動くと,-4
32,こんなの草サッカーでも中々観れない,4
33,こんな速いと思わなかったwww,-4
34,マジでPKの間ずっと笑ってお腹痛いわwww なんだあれ今年初笑いだろ,-4
35,ダロト以外何の不満もないしよく戦ったと思うが 11人でアーセナル相手にどういう試合するのか 見たかったんだがなあ,-1
36,走らない奴追い出すだけでこれ 退場なかったら普通に戦えてたな,-3
37,マズラウィすごすぎ 怪我しないでリカバリーに専念してほしい,-4
38,どんなポジションもやってくれるしセンスあるしすごいよな,-4
39,シティーに勝つ 首位リヴァポに引き分ける 2位アーセナルに人数少なくて勝つ アモリムには期待できそうだな 今のところ主力とサブというよりは総力戦になっていろいろ試せるのもでかい みんなやる気出して走ってるよ ラッシュは何をもめてしまったんだろうな・・・,2
40,次レスターだって,-4
41,マズラウィ神すぎた 何回ポジションチェンジしとんねん,-4
42,やっぱりポスト性能はザークツィーの方が上だな つーかホイルンドが明確に勝ってるとこ守備だけ まぁどんぐりの背比べだからちゃんとしたストライカーは必須だけど,-4
43,今日も名勝負でした アモリムの守備構築あってこそ運も味方したな コリア凄い良い選手だからもっと使ったらええのに,-4
44,泥臭く勝っていくのが大事よこのチームは特に,-4
45,いろんな選手が出てくるのはほんと楽しい やっぱり現代サッカーは総力戦よ 交代5人で16人だもん,-4
46,延長入ったとこで寝たけどPKまで行けば勝つとは思ってたおめでとう アーセナルはハヴァーツが深刻だな,4
47,ガルナチョ今季あって変な焦りみたいなのがなくなって良い判断出来るようになってきてる,-4
48,ハヴァーツ君の今日のプレーはユナイテッド愛に溢れてたけど普通にアモリムシステムのもとでちょっと見てみたいな,-4
49,クソ審判がいながらよく勝ったわみんな気持ち入ってた バユンドゥルのヘディングのセーブデヘアのセビージャ戦の神セーブ思い出した,-4
50,副審がまともだったのが幸いだったな オフサイド無かったら負けてた,-2
51,見たことないくらいヤバイ審判だったな,-2
52,アモリムも試合後のインタビューでニヤけてたな,2
53,Xの公式がJusticeを固定ツイートにしてて草,-4
54,勝敗より戦えてだのがでかいわ 次へのステップになる これで中位より下に何試合か勝てばのってけるぞ,-4
55,負けたかーカイ外しすぎた,4
56,まあCLのトーナメントに向けていい経験になったんじゃね,-4
57,決勝T残れたとして疲労で似たような試合して負けそうなのが辛い,4
58,まあ長期的に見たらプラスと思おう 補強だけはマジでたのむ,4
59,全てとは言わないにしてもこの試合で失える全てを失った試合だったな もうそれ以上言う事は無いわ,1
60,これでハヴァーツが不調に陥ったらさらに詰む,0
61,PKはハインが1番期待感あったな,-4
62,ラヤも酷いけどあれだけ決定機外し続ける攻撃陣もアカンわ,4
63,ラヤだとPK戦になった時点で負けだな,3
64,まぁPKは通常含めキーパーがうまかったな そこまで悪い場所ではなかった とりあえず消耗するとこが減ったのは良かった しかし相手含め今シーズンの運の無さは逆におもろい,-2
